序号,设备名称,设备编码,设备ID,站点名称,站点编码,站点ID,PMS设备编码,温度,主变设备巡视照片路径,主变设备巡视红外照片路径,油温,油位,绕组温度,巡视结果时间,数据来源
26388,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.1,Min 15.6,R03:Max 15.1,Min 15.6,R02:Max 23.3,Min 15.7,℃",,D:/upload/getImage.jpg,,6.298,,2025-10-22 13:30:00,local
26389,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.9,Min 13.2,R03:Max 25.9,Min 13.2,R02:Max 34.1,Min 13.3,℃",,D:/upload/getImage.jpg,,5.667,,2025-10-22 14:00:00,local
26390,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.0,Min 18.5,R03:Max 20.0,Min 18.5,R02:Max 28.2,Min 18.6,℃",,D:/upload/getImage.jpg,,5.536,,2025-10-22 14:30:00,local
26391,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 29.9,Min 11.4,R03:Max 21.9,Min 11.4,R02:Max 30.1,Min 11.5,℃",,D:/upload/getImage.jpg,,5.514,,2025-10-22 15:00:00,local
26392,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.4,Min 10.9,R03:Max 19.4,Min 10.9,R02:Max 27.6,Min 11.0,℃",,D:/upload/getImage.jpg,,6.056,,2025-10-22 15:30:00,local
26393,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.9,Min 13.0,R03:Max 15.9,Min 13.0,R02:Max 24.1,Min 13.1,℃",,D:/upload/getImage.jpg,,6.194,,2025-10-22 16:00:00,local
26394,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.9,Min 13.9,R03:Max 20.9,Min 13.9,R02:Max 29.1,Min 14.0,℃",,D:/upload/getImage.jpg,,5.574,,2025-10-22 16:30:00,local
26395,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.5,Min 10.5,R03:Max 27.5,Min 10.5,R02:Max 35.7,Min 10.6,℃",,D:/upload/getImage.jpg,,5.968,,2025-10-22 17:00:00,local
26396,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.2,Min 13.5,R03:Max 14.2,Min 13.5,R02:Max 22.4,Min 13.6,℃",,D:/upload/getImage.jpg,,5.82,,2025-10-22 17:30:00,local
26397,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.1,Min 16.4,R03:Max 13.1,Min 16.4,R02:Max 21.3,Min 16.5,℃",,D:/upload/getImage.jpg,,6.096,,2025-10-22 18:00:00,local
26398,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.2,Min 17.9,R03:Max 25.2,Min 17.9,R02:Max 33.4,Min 18.0,℃",,D:/upload/getImage.jpg,,6.101,,2025-10-22 18:30:00,local
26399,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.9,Min 12.2,R03:Max 21.9,Min 12.2,R02:Max 30.1,Min 12.3,℃",,D:/upload/getImage.jpg,,5.911,,2025-10-22 19:00:00,local
26400,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.7,Min 15.4,R03:Max 19.7,Min 15.4,R02:Max 27.9,Min 15.5,℃",,D:/upload/getImage.jpg,,5.563,,2025-10-22 19:30:00,local
26401,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.9,Min 11.9,R03:Max 30.9,Min 11.9,R02:Max 39.1,Min 12.0,℃",,D:/upload/getImage.jpg,,5.952,,2025-10-22 20:00:00,local
26402,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 31.3,Min 10.6,R03:Max 23.3,Min 10.6,R02:Max 31.5,Min 10.7,℃",,D:/upload/getImage.jpg,,5.844,,2025-10-22 20:30:00,local
26403,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 39.5,Min 13.0,R03:Max 31.5,Min 13.0,R02:Max 39.7,Min 13.1,℃",,D:/upload/getImage.jpg,,5.875,,2025-10-22 21:00:00,local
26404,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.1,Min 11.0,R03:Max 22.1,Min 11.0,R02:Max 30.3,Min 11.1,℃",,D:/upload/getImage.jpg,,6.281,,2025-10-22 21:30:00,local
26405,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.7,Min 17.0,R03:Max 14.7,Min 17.0,R02:Max 22.9,Min 17.1,℃",,D:/upload/getImage.jpg,,6.051,,2025-10-22 22:00:00,local
26406,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.9,Min 16.7,R03:Max 23.9,Min 16.7,R02:Max 32.1,Min 16.8,℃",,D:/upload/getImage.jpg,,6.281,,2025-10-22 22:30:00,local
26407,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 21.5,Min 13.0,R03:Max 13.5,Min 13.0,R02:Max 21.7,Min 13.1,℃",,D:/upload/getImage.jpg,,5.534,,2025-10-22 23:00:00,local
26408,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.5,Min 10.9,R03:Max 13.5,Min 10.9,R02:Max 21.7,Min 11.0,℃",,D:/upload/getImage.jpg,,6.165,,2025-10-22 23:30:00,local
26409,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.2,Min 17.7,R03:Max 13.2,Min 17.7,R02:Max 21.4,Min 17.8,℃",,D:/upload/getImage.jpg,,5.579,,2025-10-23 00:00:00,local
26410,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 32.6,Min 16.3,R03:Max 24.6,Min 16.3,R02:Max 32.8,Min 16.4,℃",,D:/upload/getImage.jpg,,5.968,,2025-10-23 00:30:00,local
26411,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.1,Min 13.9,R03:Max 13.1,Min 13.9,R02:Max 21.3,Min 14.0,℃",,D:/upload/getImage.jpg,,6.145,,2025-10-23 01:00:00,local
26412,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.9,Min 18.7,R03:Max 24.9,Min 18.7,R02:Max 33.1,Min 18.8,℃",,D:/upload/getImage.jpg,,6.151,,2025-10-23 01:30:00,local
26413,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.3,Min 15.0,R03:Max 21.3,Min 15.0,R02:Max 29.5,Min 15.1,℃",,D:/upload/getImage.jpg,,6.28,,2025-10-23 02:00:00,local
26414,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.9,Min 13.4,R03:Max 21.9,Min 13.4,R02:Max 30.1,Min 13.5,℃",,D:/upload/getImage.jpg,,6.243,,2025-10-23 02:30:00,local
26415,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 39.5,Min 15.0,R03:Max 31.5,Min 15.0,R02:Max 39.7,Min 15.1,℃",,D:/upload/getImage.jpg,,5.841,,2025-10-23 03:00:00,local
26416,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.6,Min 17.1,R03:Max 30.6,Min 17.1,R02:Max 38.8,Min 17.2,℃",,D:/upload/getImage.jpg,,5.692,,2025-10-23 03:30:00,local
26417,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 27.6,Min 17.1,R03:Max 19.6,Min 17.1,R02:Max 27.8,Min 17.2,℃",,D:/upload/getImage.jpg,,6.383,,2025-10-23 04:00:00,local
26418,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.5,Min 16.6,R03:Max 24.5,Min 16.6,R02:Max 32.7,Min 16.7,℃",,D:/upload/getImage.jpg,,6.138,,2025-10-23 04:30:00,local
26419,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 20.0,Min 17.6,R03:Max 12.0,Min 17.6,R02:Max 20.2,Min 17.7,℃",,D:/upload/getImage.jpg,,6.266,,2025-10-23 05:00:00,local
26420,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.4,Min 14.6,R03:Max 28.4,Min 14.6,R02:Max 36.6,Min 14.7,℃",,D:/upload/getImage.jpg,,6.422,,2025-10-23 05:30:00,local
26421,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.4,Min 13.0,R03:Max 27.4,Min 13.0,R02:Max 35.6,Min 13.1,℃",,D:/upload/getImage.jpg,,6.322,,2025-10-23 06:00:00,local
26422,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.4,Min 11.9,R03:Max 23.4,Min 11.9,R02:Max 31.6,Min 12.0,℃",,D:/upload/getImage.jpg,,5.819,,2025-10-23 06:30:00,local
26423,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.5,Min 14.6,R03:Max 21.5,Min 14.6,R02:Max 29.7,Min 14.7,℃",,D:/upload/getImage.jpg,,6.203,,2025-10-23 07:00:00,local
26424,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.5,Min 12.4,R03:Max 14.5,Min 12.4,R02:Max 22.7,Min 12.5,℃",,D:/upload/getImage.jpg,,5.948,,2025-10-23 07:30:00,local
26425,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.7,Min 19.3,R03:Max 28.7,Min 19.3,R02:Max 36.9,Min 19.4,℃",,D:/upload/getImage.jpg,,5.753,,2025-10-23 08:00:00,local
26426,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 35.3,Min 13.1,R03:Max 27.3,Min 13.1,R02:Max 35.5,Min 13.2,℃",,D:/upload/getImage.jpg,,5.81,,2025-10-23 08:30:00,local
26427,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 38.8,Min 10.6,R03:Max 30.8,Min 10.6,R02:Max 39.0,Min 10.7,℃",,D:/upload/getImage.jpg,,6.349,,2025-10-23 09:00:00,local
26428,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.2,Min 17.5,R03:Max 22.2,Min 17.5,R02:Max 30.4,Min 17.6,℃",,D:/upload/getImage.jpg,,5.995,,2025-10-23 09:30:00,local
26429,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.9,Min 15.3,R03:Max 25.9,Min 15.3,R02:Max 34.1,Min 15.4,℃",,D:/upload/getImage.jpg,,5.965,,2025-10-23 10:00:00,local
26430,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.3,Min 17.6,R03:Max 22.3,Min 17.6,R02:Max 30.5,Min 17.7,℃",,D:/upload/getImage.jpg,,6.223,,2025-10-23 10:30:00,local
26431,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.5,Min 17.2,R03:Max 17.5,Min 17.2,R02:Max 25.7,Min 17.3,℃",,D:/upload/getImage.jpg,,6.491,,2025-10-23 11:00:00,local
26432,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.5,Min 17.2,R03:Max 28.5,Min 17.2,R02:Max 36.7,Min 17.3,℃",,D:/upload/getImage.jpg,,5.734,,2025-10-23 11:30:00,local
26433,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.0,Min 13.1,R03:Max 14.0,Min 13.1,R02:Max 22.2,Min 13.2,℃",,D:/upload/getImage.jpg,,5.906,,2025-10-23 12:00:00,local
26434,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.9,Min 12.8,R03:Max 31.9,Min 12.8,R02:Max 40.1,Min 12.9,℃",,D:/upload/getImage.jpg,,5.862,,2025-10-23 12:30:00,local
26435,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.4,Min 12.0,R03:Max 17.4,Min 12.0,R02:Max 25.6,Min 12.1,℃",,D:/upload/getImage.jpg,,6.36,,2025-10-23 13:00:00,local
26436,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.0,Min 14.9,R03:Max 22.0,Min 14.9,R02:Max 30.2,Min 15.0,℃",,D:/upload/getImage.jpg,,6.408,,2025-10-23 13:30:00,local
26437,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.5,Min 11.6,R03:Max 20.5,Min 11.6,R02:Max 28.7,Min 11.7,℃",,D:/upload/getImage.jpg,,5.569,,2025-10-23 14:00:00,local
26438,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.2,Min 13.6,R03:Max 16.2,Min 13.6,R02:Max 24.4,Min 13.7,℃",,D:/upload/getImage.jpg,,5.838,,2025-10-23 14:30:00,local
26439,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 38.3,Min 16.3,R03:Max 30.3,Min 16.3,R02:Max 38.5,Min 16.4,℃",,D:/upload/getImage.jpg,,6.362,,2025-10-23 15:00:00,local
26440,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.7,Min 19.2,R03:Max 28.7,Min 19.2,R02:Max 36.9,Min 19.3,℃",,D:/upload/getImage.jpg,,5.715,,2025-10-23 15:30:00,local
26441,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 31.2,Min 17.9,R03:Max 23.2,Min 17.9,R02:Max 31.4,Min 18.0,℃",,D:/upload/getImage.jpg,,5.997,,2025-10-23 16:00:00,local
26442,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.9,Min 19.0,R03:Max 29.9,Min 19.0,R02:Max 38.1,Min 19.1,℃",,D:/upload/getImage.jpg,,6.257,,2025-10-23 16:30:00,local
26443,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.4,Min 12.4,R03:Max 26.4,Min 12.4,R02:Max 34.6,Min 12.5,℃",,D:/upload/getImage.jpg,,5.658,,2025-10-23 17:00:00,local
26444,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.4,Min 13.1,R03:Max 16.4,Min 13.1,R02:Max 24.6,Min 13.2,℃",,D:/upload/getImage.jpg,,5.673,,2025-10-23 17:30:00,local
26445,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.8,Min 14.1,R03:Max 23.8,Min 14.1,R02:Max 32.0,Min 14.2,℃",,D:/upload/getImage.jpg,,6.14,,2025-10-23 18:00:00,local
26446,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.4,Min 13.5,R03:Max 30.4,Min 13.5,R02:Max 38.6,Min 13.6,℃",,D:/upload/getImage.jpg,,5.935,,2025-10-23 18:30:00,local
26447,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 31.3,Min 18.5,R03:Max 23.3,Min 18.5,R02:Max 31.5,Min 18.6,℃",,D:/upload/getImage.jpg,,5.531,,2025-10-23 19:00:00,local
26448,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 38.8,Min 18.9,R03:Max 30.8,Min 18.9,R02:Max 39.0,Min 19.0,℃",,D:/upload/getImage.jpg,,5.959,,2025-10-23 19:30:00,local
26449,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.3,Min 12.4,R03:Max 21.3,Min 12.4,R02:Max 29.5,Min 12.5,℃",,D:/upload/getImage.jpg,,5.67,,2025-10-23 20:00:00,local
26450,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.8,Min 18.7,R03:Max 16.8,Min 18.7,R02:Max 25.0,Min 18.8,℃",,D:/upload/getImage.jpg,,5.75,,2025-10-23 20:30:00,local
26451,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 26.1,Min 17.8,R03:Max 18.1,Min 17.8,R02:Max 26.3,Min 17.9,℃",,D:/upload/getImage.jpg,,6.396,,2025-10-23 21:00:00,local
26452,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.5,Min 18.9,R03:Max 30.5,Min 18.9,R02:Max 38.7,Min 19.0,℃",,D:/upload/getImage.jpg,,6.448,,2025-10-23 21:30:00,local
26453,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.3,Min 15.7,R03:Max 21.3,Min 15.7,R02:Max 29.5,Min 15.8,℃",,D:/upload/getImage.jpg,,6.401,,2025-10-23 22:00:00,local
26454,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.7,Min 16.0,R03:Max 27.7,Min 16.0,R02:Max 35.9,Min 16.1,℃",,D:/upload/getImage.jpg,,5.639,,2025-10-23 22:30:00,local
26455,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.6,Min 15.2,R03:Max 28.6,Min 15.2,R02:Max 36.8,Min 15.3,℃",,D:/upload/getImage.jpg,,6.234,,2025-10-23 23:00:00,local
26456,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.1,Min 10.9,R03:Max 15.1,Min 10.9,R02:Max 23.3,Min 11.0,℃",,D:/upload/getImage.jpg,,6.126,,2025-10-23 23:30:00,local
26457,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.0,Min 15.6,R03:Max 14.0,Min 15.6,R02:Max 22.2,Min 15.7,℃",,D:/upload/getImage.jpg,,6.486,,2025-10-24 00:00:00,local
26458,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.3,Min 17.1,R03:Max 15.3,Min 17.1,R02:Max 23.5,Min 17.2,℃",,D:/upload/getImage.jpg,,5.525,,2025-10-24 00:30:00,local
26459,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.1,Min 15.8,R03:Max 31.1,Min 15.8,R02:Max 39.3,Min 15.9,℃",,D:/upload/getImage.jpg,,6.0,,2025-10-24 01:00:00,local
26460,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.6,Min 12.6,R03:Max 24.6,Min 12.6,R02:Max 32.8,Min 12.7,℃",,D:/upload/getImage.jpg,,6.073,,2025-10-24 01:30:00,local
26461,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 37.7,Min 17.0,R03:Max 29.7,Min 17.0,R02:Max 37.9,Min 17.1,℃",,D:/upload/getImage.jpg,,6.16,,2025-10-24 02:00:00,local
26462,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.6,Min 15.4,R03:Max 22.6,Min 15.4,R02:Max 30.8,Min 15.5,℃",,D:/upload/getImage.jpg,,6.006,,2025-10-24 02:30:00,local
26463,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.3,Min 14.4,R03:Max 27.3,Min 14.4,R02:Max 35.5,Min 14.5,℃",,D:/upload/getImage.jpg,,6.364,,2025-10-24 03:00:00,local
26464,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.2,Min 16.7,R03:Max 30.2,Min 16.7,R02:Max 38.4,Min 16.8,℃",,D:/upload/getImage.jpg,,6.296,,2025-10-24 03:30:00,local
26465,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.4,Min 13.1,R03:Max 21.4,Min 13.1,R02:Max 29.6,Min 13.2,℃",,D:/upload/getImage.jpg,,5.8,,2025-10-24 04:00:00,local
26466,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.6,Min 17.7,R03:Max 24.6,Min 17.7,R02:Max 32.8,Min 17.8,℃",,D:/upload/getImage.jpg,,5.752,,2025-10-24 04:30:00,local
26467,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.5,Min 19.2,R03:Max 15.5,Min 19.2,R02:Max 23.7,Min 19.3,℃",,D:/upload/getImage.jpg,,6.168,,2025-10-24 05:00:00,local
26468,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.9,Min 10.8,R03:Max 18.9,Min 10.8,R02:Max 27.1,Min 10.9,℃",,D:/upload/getImage.jpg,,6.399,,2025-10-24 05:30:00,local
26469,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.3,Min 17.4,R03:Max 27.3,Min 17.4,R02:Max 35.5,Min 17.5,℃",,D:/upload/getImage.jpg,,6.029,,2025-10-24 06:00:00,local
26470,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 26.3,Min 18.1,R03:Max 18.3,Min 18.1,R02:Max 26.5,Min 18.2,℃",,D:/upload/getImage.jpg,,5.922,,2025-10-24 06:30:00,local
26471,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.8,Min 14.0,R03:Max 28.8,Min 14.0,R02:Max 37.0,Min 14.1,℃",,D:/upload/getImage.jpg,,5.742,,2025-10-24 07:00:00,local
26472,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.8,Min 19.8,R03:Max 23.8,Min 19.8,R02:Max 32.0,Min 19.9,℃",,D:/upload/getImage.jpg,,5.786,,2025-10-24 07:30:00,local
26473,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.4,Min 13.0,R03:Max 27.4,Min 13.0,R02:Max 35.6,Min 13.1,℃",,D:/upload/getImage.jpg,,5.909,,2025-10-24 08:00:00,local
26474,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.5,Min 10.9,R03:Max 22.5,Min 10.9,R02:Max 30.7,Min 11.0,℃",,D:/upload/getImage.jpg,,5.559,,2025-10-24 08:30:00,local
26475,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 26.9,Min 10.7,R03:Max 18.9,Min 10.7,R02:Max 27.1,Min 10.8,℃",,D:/upload/getImage.jpg,,5.895,,2025-10-24 09:00:00,local
26476,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.1,Min 12.6,R03:Max 21.1,Min 12.6,R02:Max 29.3,Min 12.7,℃",,D:/upload/getImage.jpg,,5.719,,2025-10-24 09:30:00,local
26477,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.5,Min 14.9,R03:Max 28.5,Min 14.9,R02:Max 36.7,Min 15.0,℃",,D:/upload/getImage.jpg,,5.701,,2025-10-24 10:00:00,local
26478,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 26.9,Min 13.8,R03:Max 18.9,Min 13.8,R02:Max 27.1,Min 13.9,℃",,D:/upload/getImage.jpg,,5.917,,2025-10-24 10:30:00,local
26479,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.2,Min 19.8,R03:Max 23.2,Min 19.8,R02:Max 31.4,Min 19.9,℃",,D:/upload/getImage.jpg,,6.008,,2025-10-24 11:00:00,local
26480,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.9,Min 18.0,R03:Max 22.9,Min 18.0,R02:Max 31.1,Min 18.1,℃",,D:/upload/getImage.jpg,,5.808,,2025-10-24 11:30:00,local
26481,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 40.0,Min 14.2,R03:Max 32.0,Min 14.2,R02:Max 40.2,Min 14.3,℃",,D:/upload/getImage.jpg,,6.411,,2025-10-24 12:00:00,local
26482,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.9,Min 10.5,R03:Max 31.9,Min 10.5,R02:Max 40.1,Min 10.6,℃",,D:/upload/getImage.jpg,,6.466,,2025-10-24 12:30:00,local
26483,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.0,Min 11.6,R03:Max 24.0,Min 11.6,R02:Max 32.2,Min 11.7,℃",,D:/upload/getImage.jpg,,6.17,,2025-10-24 13:00:00,local
26484,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.4,Min 15.1,R03:Max 26.4,Min 15.1,R02:Max 34.6,Min 15.2,℃",,D:/upload/getImage.jpg,,6.141,,2025-10-24 13:30:00,local
26485,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.6,Min 10.6,R03:Max 31.6,Min 10.6,R02:Max 39.8,Min 10.7,℃",,D:/upload/getImage.jpg,,6.239,,2025-10-24 14:00:00,local
26486,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.0,Min 13.7,R03:Max 20.0,Min 13.7,R02:Max 28.2,Min 13.8,℃",,D:/upload/getImage.jpg,,5.96,,2025-10-24 14:30:00,local
26487,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.1,Min 13.4,R03:Max 12.1,Min 13.4,R02:Max 20.3,Min 13.5,℃",,D:/upload/getImage.jpg,,6.495,,2025-10-24 15:00:00,local
